headphones;width;height;fov;fps;stereopsis;antialiasing;textures;lightMode;saturation;brightness;contrast;sharpness;shadowStrength;reflections;modelsDetail;dof;particles;locomotion;ambientSound;reverbZone;spatialSound;time;totalImmersion
1;673.7735;374.3186;65;60;0;1;0;1;0.9331472;0.1495639;0.3480408;0.7972414;0.8703858;1;0;0;1;2;1;0;1;499;23
1;1726.48;959.1556;85;44;0;0;1;0;0.639811;0.1522393;0.2987434;0.970347;0.07786167;1;1;0;0;2;0;1;1;702;36
1;1100.791;611.5506;86;52;0;1;0;1;-0.1110705;0.6166399;0.3719681;0.8073331;0.7070169;0;1;0;0;2;0;0;0;394;17
1;447.9143;248.8413;84;25;0;0;0;0;-0.8720999;0.3815252;-0.612348;0.3320716;0.1014189;1;0;0;0;3;1;1;0;409;10
1;746.3284;414.6269;50;35;0;0;1;1;0.6877675;-0.113874;-0.2580445;0.5881215;0.1884559;1;0;0;1;1;1;1;1;752;21
1;795.1165;441.7314;89;39;0;0;1;1;0.292386;-0.02491313;0.4030614;0.8413709;0.6126725;0;0;0;0;2;0;0;1;622;23
2;1749.426;971.9034;33;37;0;1;1;0;0.5119798;-0.1008084;0.3477453;0.1668525;0.2728686;1;0;1;1;2;0;1;0;976;42
2;1580.629;878.1272;81;24;1;1;1;0;0.6292431;0.183962;0.1868369;0.7840593;0.1364545;0;0;0;1;2;0;1;0;647;37
2;1399.084;777.2687;52;17;1;0;0;0;-0.819916;0.3314251;0.1384007;0.2130311;0.6955032;0;1;1;0;2;1;1;0;630;20
2;1849.171;1027.317;90;50;0;0;0;0;-0.3451966;0.03275406;-0.01431358;0.6860492;0.743734;0;0;0;1;3;1;0;0;662;39
2;963.7924;535.4402;55;36;0;0;0;1;-0.0298003;-0.7129799;-0.4164967;0.9520441;0.02197969;1;0;0;0;2;0;1;0;445;30
2;443.8633;246.5907;80;43;1;1;1;1;-0.9616365;0.4942045;-0.4649725;0.9389291;0.3674931;1;1;1;0;1;1;0;0;834;15
2;2129.084;1182.824;57;30;1;0;1;1;-0.1538769;0.6620325;-0.2218745;0.6775886;0.4539369;1;1;0;1;2;0;0;1;998;78
2;808.2769;449.0427;99;55;1;1;0;1;-0.382918;-0.00037545;0.02659732;0.2688646;0.9255934;0;0;1;1;2;1;1;1;855;29
2;1231.8;684.3334;33;51;1;1;0;0;-0.6994228;-0.502841;0.5179785;0.02402163;0.855691;0;0;1;1;1;1;0;1;567;28
2;257.4903;143.0502;85;40;1;0;0;1;0.03742087;0.7844148;0.2412724;0.848363;0.8930013;1;1;0;1;1;1;0;0;374;7
2;2000.024;1111.124;76;57;1;0;0;0;-0.5795529;0.558387;0.2675001;0.7596416;0.553646;1;1;0;1;3;0;0;0;605;30
2;719.3431;399.635;34;44;0;1;1;0;-0.1230079;0.7383011;-0.1571988;0.12764;0.8926007;1;1;0;0;2;1;1;1;452;36
2;1628.236;904.5756;80;30;0;1;0;1;0.9319799;-0.7322611;0.6185727;0.7913946;0.06105924;0;1;1;0;3;1;1;1;411;35
2;648.9302;360.5168;97;48;1;0;1;1;-0.2482406;0.1869968;-0.2280664;0.797309;0.8384424;1;0;1;0;3;0;1;1;936;39
2;1723.758;957.6434;34;53;0;1;0;1;0.9137616;-0.7267528;-0.3729385;0.3685325;0.8239902;1;0;1;1;1;1;1;1;652;27
2;980.1208;544.5115;71;35;0;1;0;1;-0.842571;-0.7344123;0.7089376;0.8855551;0.5067498;1;0;0;0;3;0;0;1;461;29
2;1857.323;1031.846;83;39;0;0;0;1;-0.325755;-0.4117313;-0.5983776;0.5515767;0.09466326;1;1;0;1;1;0;0;1;1184;29
2;1771.729;984.294;87;27;1;0;1;1;0.02549303;-0.5612652;0.5343021;0.1618712;0.8257565;1;1;0;1;3;1;0;1;721;88
2;2028.116;1126.731;52;46;1;0;0;1;0.2823736;0.7716638;-0.6431927;0.6526148;0.2351978;0;1;0;0;3;0;0;1;440;61
2;2000.742;1111.523;70;16;0;0;1;0;0.6095998;-0.5579447;0.4468666;0.0651406;0.01002645;0;1;1;0;3;1;0;1;622;37
2;1528.458;849.1434;78;28;1;1;0;0;-0.3190628;-0.4214733;0.3855348;0.9084408;0.6252315;1;0;0;1;3;1;0;0;648;32
2;303.7061;168.7256;90;49;0;1;1;1;0.7005856;-0.3169174;-0.5853111;0.1286178;0.9942851;1;0;1;0;2;1;1;1;759;37
2;2032.661;1129.256;31;21;1;1;1;0;-0.9784412;-0.3681594;0.07227677;0.6203815;0.6586417;0;1;0;1;3;1;0;1;404;30
2;2113.634;1174.241;89;60;0;1;1;0;0.9031484;0.6950936;-0.0798232;0.9648284;0.807204;1;0;1;1;2;0;1;0;630;32
2;971.9078;539.9488;85;52;1;0;0;0;0.4795012;0.7601114;-0.3185315;0.8546597;0.821588;1;1;0;0;2;0;1;1;590;18
2;542.1892;301.2162;59;54;1;0;1;1;-0.2708203;-0.2661443;0.1122987;0.8469007;0.2633119;0;0;0;0;2;0;0;1;525;25
2;488.6462;271.4701;42;43;1;0;1;1;0.109023;0.1150967;-0.179251;0.4241831;0.792846;0;1;1;1;1;0;1;1;560;23
2;1278.501;710.2783;52;34;0;1;0;0;0.2693233;0.3982719;0.342329;0.4442592;0.077896;1;1;0;1;1;0;0;1;369;19
2;681.5455;378.6364;74;26;0;1;1;1;0.1850623;0.4581445;0.5406656;0.771552;0.277077;0;1;1;0;1;1;0;0;448;10
2;479.8833;266.6018;81;45;1;0;0;1;-0.7016191;0.7709762;-0.6351501;0.472563;0.1003958;0;1;0;0;1;0;0;1;347;15
2;343.0811;190.6006;53;44;1;1;1;0;-0.2177397;-0.2583224;-0.6278663;0.6799098;0.0491848;1;0;0;0;3;1;0;1;616;21
2;717.1202;398.4001;44;32;0;1;1;0;-0.7589896;0.4568998;-0.1978582;0.1353636;0.9563407;0;1;1;1;3;1;1;1;354;25
2;1237.653;687.5848;92;44;1;1;0;1;0.7136075;0.2275783;-0.3571056;0.4345017;0.9677855;0;1;1;0;2;1;1;0;635;33
